#{"t_start": 1583692425.3724473, "env_id": null}
r,l,t
102.398438,200,1.744216
103.559382,200,2.383069
122.114865,200,2.993506
140.408093,200,3.651382
94.241462,200,4.28611
109.547761,200,5.069442
131.013313,200,5.682145
129.537361,200,6.341779
111.517759,200,7.06788
92.177927,200,7.684165
107.512315,200,8.322018
101.274773,200,8.926058
108.768794,200,9.653624
90.239722,200,10.261121
115.126689,200,10.899902
105.591056,200,11.528069
104.929883,200,12.299954
113.644818,200,12.942144
117.310829,200,13.553268
103.580059,200,14.411681
99.234849,200,15.815684
72.079799,200,17.147685
99.941084,200,18.651685
93.520361,200,20.076681
87.521245,200,20.842727
111.046793,200,21.478979
112.232181,200,22.113981
115.093758,200,22.74363
97.773178,200,23.482991
121.20284,200,24.248318
137.750773,200,24.995041
109.798664,200,25.63372
129.569409,200,26.276231
136.172935,200,26.914075
97.610857,200,27.543241
117.767141,200,28.213862
155.247517,200,28.936355
126.715985,200,29.60832
140.065465,200,30.280551
129.749755,200,30.986351
132.663158,200,31.651921
130.05289,200,32.254405
148.18379,200,32.897532
114.696751,200,33.528142
129.986381,200,34.46214
137.368677,200,35.449763
136.637004,200,37.025765
1445.757732,200,38.349765
3427.66598,200,40.323766
1148.188784,200,41.578764
158.940266,200,42.238821
3336.769295,200,42.910668
835.667741,200,43.543106
149.707393,200,44.222798
3433.34252,200,45.125594
6403.579565,200,45.934729
3927.120937,200,46.610734
3529.251485,200,47.256875
3131.956975,200,47.931221
4023.634585,200,48.627967
853.769241,200,49.309548
1046.628983,200,49.927031
2833.453909,200,50.680459
150.499128,200,51.346633
1921.728941,200,52.027433
5109.800114,200,52.671773
6698.652242,200,53.30559
8486.445129,200,53.988401
153.893717,200,54.61174
2627.534478,200,55.32814
9383.164346,200,56.255563
141.605014,200,57.596565
6306.090676,200,59.396565
7202.393958,200,61.076566
3234.789541,200,62.384563
3030.446913,200,63.056745
5215.438434,200,63.719061
4821.975518,200,64.363925
143.555892,200,65.000814
2240.06874,200,65.633814
3828.364058,200,66.636444
4918.791294,200,67.371978
1441.825764,200,68.02055
4423.283291,200,68.696874
5123.238877,200,69.350753
3928.014874,200,70.032705
5019.220806,200,70.691986
