#{"t_start": 1583717692.2141228, "env_id": null}
r,l,t
101.354557,200,1.776998
94.257884,200,2.511487
80.585149,200,3.207224
81.509821,200,3.919727
86.81495,200,4.654615
79.386061,200,5.414439
85.654912,200,6.097119
91.989585,200,6.822429
89.107574,200,7.637109
107.85428,200,8.532085
95.307898,200,9.358081
106.898406,200,10.116815
94.515111,200,10.843813
98.387165,200,11.539196
107.82657,200,12.297693
99.097518,200,13.11214
107.967286,200,13.922493
113.886455,200,14.711723
108.150769,200,15.48124
85.493821,200,16.19293
100.241872,200,16.876279
89.418989,200,17.588009
111.920306,200,18.435742
108.885803,200,19.330742
90.190174,200,20.064715
110.45866,200,20.829312
109.225482,200,21.574954
113.189358,200,22.286472
115.959648,200,23.064999
112.396817,200,23.933668
115.207116,200,24.817779
108.40634,200,25.635775
115.977797,200,26.478784
112.884817,200,27.279434
110.584014,200,28.025905
123.711689,200,28.753411
115.78214,200,29.78641
119.798945,200,30.538392
110.761735,200,31.311421
113.500555,200,32.052082
125.165624,200,32.786542
114.967379,200,33.534527
113.389532,200,34.314196
116.811254,200,35.146258
125.630336,200,35.861937
121.298611,200,36.626487
128.047439,200,37.346475
116.450614,200,38.08945
125.585613,200,38.827078
126.875772,200,39.714078
116.493214,200,40.620327
118.186136,200,41.442629
114.053306,200,42.193544
114.049092,200,42.974299
119.46956,200,43.6967
114.089956,200,44.512699
113.644132,200,45.315748
114.4277,200,46.153746
117.087159,200,46.882937
118.905848,200,47.572359
122.261614,200,48.262459
115.67027,200,48.954272
125.504406,200,49.765246
124.229011,200,50.577273
119.544908,200,51.431277
135.447834,200,52.157055
128.608487,200,52.851428
112.929624,200,53.616345
115.840842,200,54.393345
117.572967,200,55.16394
118.941451,200,55.875635
115.743913,200,56.784631
112.203789,200,57.575438
132.056137,200,58.25859
123.676442,200,59.015588
123.602398,200,59.733172
123.314507,200,60.486607
112.710683,200,61.308178
109.417182,200,62.177175
114.943041,200,62.92037
115.205286,200,63.65749
123.805862,200,64.466632
121.54296,200,65.314223
116.511725,200,66.082254
143.727059,200,66.806052
114.334295,200,67.627679
95.32145,200,68.37868
120.595984,200,69.091258
115.493663,200,69.933232
125.500176,200,70.684233
114.703358,200,71.542834
125.528103,200,72.271413
329.936556,200,73.112605
104.914703,200,73.86663
116.594835,200,74.746645
117.342313,200,75.506439
113.891614,200,76.239871
110.367175,200,76.988574
115.931382,200,77.715487
99.855746,200,78.637379
110.531724,200,79.413377
113.264972,200,80.206411
106.161008,200,80.915663
108.623022,200,81.7993
97.780739,200,82.541388
102.005898,200,83.269365
100.858282,200,84.14937
102.26631,200,84.949368
98.279844,200,85.77239
116.471915,200,86.497654
109.70942,200,87.276463
97.98454,200,87.978448
86.336939,200,88.76054
90.620767,200,89.564503
110.188609,200,90.276048
83.591631,200,90.966032
113.346845,200,91.673444
79.813126,200,92.49348
103.427372,200,93.156421
90.999597,200,93.833816
98.289074,200,94.534453
104.072523,200,95.335121
106.195092,200,96.036037
113.832144,200,96.691895
104.829299,200,97.38305
119.391128,200,98.053788
99.749489,200,98.780345
106.553095,200,99.485696
116.945044,200,100.247085
103.571798,200,101.025447
105.205423,200,101.687928
92.124218,200,102.406665
108.914188,200,103.162871
95.175416,200,103.884087
110.179352,200,104.577708
97.144007,200,105.268996
105.999387,200,106.100583
90.069168,200,106.74946
112.652921,200,107.440996
108.889587,200,108.113506
96.559942,200,108.780888
111.326849,200,109.569808
99.683753,200,110.359762
115.42926,200,111.167739
106.182758,200,112.015673
95.866593,200,112.744563
102.103438,200,113.629944
100.092412,200,114.383521
110.636888,200,115.051529
96.667666,200,115.73251
87.350462,200,116.400378
101.322336,200,117.26103
78.428249,200,117.940091
89.145662,200,118.596795
98.760585,200,119.302145
96.103689,200,119.938432
104.917245,200,120.634648
69.145731,200,121.292298
88.423848,200,121.972251
69.964287,200,122.728134
70.502208,200,123.486691
86.637244,200,124.238553
78.243144,200,124.892492
89.089623,200,125.584897
89.461557,200,126.241018
71.486928,200,126.926031
66.897971,200,127.630785
87.359182,200,128.538801
93.367926,200,129.593785
63.602735,200,130.273084
96.047411,200,130.968827
71.95443,200,131.613828
74.924031,200,132.323327
65.553233,200,132.995865
92.209022,200,133.784702
88.991654,200,134.542922
95.070218,200,135.221969
105.247092,200,135.900356
106.592974,200,136.557382
68.651631,200,137.239388
86.438649,200,137.884001
90.198015,200,138.622981
91.142098,200,139.343633
74.318492,200,140.026562
82.603208,200,140.697314
85.186231,200,141.353461
98.023178,200,142.043269
62.440806,200,142.695891
86.23942,200,143.375954
95.610072,200,144.061305
74.653817,200,144.914302
79.314786,200,145.571679
67.270015,200,146.294305
99.190758,200,146.959316
79.57199,200,147.674839
82.062873,200,148.361255
98.262139,200,149.012743
94.977471,200,149.795052
84.003851,200,150.46983
68.279679,200,151.158801
84.209802,200,151.970972
83.091143,200,152.60473
82.727992,200,153.308585
65.762757,200,153.952731
99.79032,200,154.64974
87.310024,200,155.547824
101.455332,200,156.23117
106.406102,200,156.876835
76.639281,200,157.556687
78.618676,200,158.245452
68.483369,200,158.891907
77.167929,200,159.575388
98.636633,200,160.231539
64.15123,200,161.023489
78.666867,200,161.667802
80.53979,200,162.352861
95.653956,200,163.029662
77.548544,200,163.675016
86.572988,200,164.358665
87.453727,200,165.007617
80.833681,200,165.792594
103.82826,200,166.563596
87.69521,200,167.249288
90.417473,200,167.905617
86.783324,200,168.58084
78.640028,200,169.270101
64.23405,200,169.914342
107.885764,200,170.61085
103.457129,200,171.292498
70.002411,200,172.104857
82.443939,200,172.76834
98.522229,200,173.475587
104.481452,200,174.175918
82.886214,200,174.884488
83.515892,200,175.682765
91.602372,200,176.496769
89.564635,200,177.456792
68.590388,200,178.163198
91.140068,200,178.943182
67.802238,200,179.672182
83.549295,200,180.353905
89.749127,200,181.033635
39.2715,200,181.689899
61.852971,200,182.397655
86.967433,200,183.144258
77.450196,200,183.843894
62.515159,200,184.501454
66.262523,200,185.178492
84.647745,200,185.851813
61.767823,200,186.55424
61.508564,200,187.290481
57.769271,200,188.029469
86.622489,200,188.770466
66.801151,200,189.435612
55.840173,200,190.1119
74.715525,200,190.762766
55.551142,200,191.447438
74.173491,200,192.133295
78.640969,200,192.77193
58.816337,200,193.527801
61.829473,200,194.27985
66.935444,200,194.951298
69.636048,200,195.600332
48.470617,200,196.290891
73.670854,200,197.020154
57.856402,200,197.74628
84.932411,200,198.438799
81.404833,200,199.196647
95.145374,200,199.87592
58.196388,200,200.565105
79.149501,200,201.246619
90.435848,200,201.896978
66.533413,200,202.579125
107.136398,200,203.281352
58.778433,200,203.941261
93.428885,200,204.74025
59.150259,200,205.403097
102.679557,200,206.134763
91.865125,200,206.797658
72.779115,200,207.671668
87.777418,200,208.392217
57.10534,200,209.041099
74.762152,200,209.752359
87.808355,200,210.530957
82.30049,200,211.250249
