#{"t_start": 1583691675.896831, "env_id": null}
r,l,t
88.604052,200,2.074001
106.138801,200,2.911999
127.341742,200,3.69
138.344213,200,4.653999
94.912455,200,5.436
112.128578,200,6.262002
83.571139,200,7.047
107.651439,200,7.874003
127.630994,200,8.741002
122.808974,200,9.785002
119.035235,200,10.527007
129.082767,200,11.269151
137.959028,200,12.126152
130.48775,200,12.992153
142.837367,200,13.850152
130.65622,200,14.591153
153.94588,200,15.550151
145.057084,200,16.344154
136.033764,200,17.150154
125.646204,200,17.970152
119.678476,200,18.749153
142.671488,200,19.570153
139.032064,200,20.386153
4417.029898,200,21.323156
123.074765,200,22.109152
135.03304,200,22.984154
139.785893,200,23.834152
125.544397,200,24.576029
144.337583,200,25.425537
124.473821,200,26.356539
6797.823209,200,27.18155
7888.694162,200,27.966537
110.727193,200,28.761535
123.248756,200,29.591536
130.160728,200,30.426563
116.307381,200,31.239538
119.415491,200,32.130542
134.41056,200,32.947538
144.713917,200,33.864538
137.93023,200,34.662538
2131.218764,200,35.492538
125.919524,200,36.277539
138.052067,200,37.26954
1041.025341,200,38.091537
4811.387367,200,38.893537
4212.184357,200,39.672537
125.410051,200,40.470537
5408.457907,200,41.279537
137.019846,200,42.108538
7193.794214,200,43.078537
131.906758,200,43.86554
152.378761,200,45.010537
8488.14692,200,45.821537
141.172523,200,46.632537
142.218311,200,47.449536
250.18897,200,48.444537
6493.794092,200,49.263539
133.537897,200,50.056538
141.55011,200,50.900537
150.10106,200,51.702535
5224.552781,200,52.575538
4327.607141,200,53.446542
2830.423556,200,54.453537
3530.162841,200,55.387551
2934.136129,200,56.254537
138.316706,200,57.120538
1936.44147,200,57.955535
3134.041709,200,58.841537
2432.675958,200,59.807538
4225.748741,200,60.739538
2938.398551,200,61.686537
4323.517227,200,62.662538
7101.757085,200,63.602538
3142.559774,200,64.60654
4918.008026,200,65.811539
3427.77828,200,66.612541
951.379561,200,67.470538
3627.019481,200,68.322538
4321.166929,200,69.233538
2335.398523,200,70.106538
3729.164122,200,71.113539
2927.283078,200,71.969137
1936.313211,200,72.814138
1737.050852,200,73.712138
2529.514866,200,74.53747
2835.210844,200,75.415471
1540.387942,200,76.52147
2038.996526,200,77.40547
2037.651212,200,78.275471
2141.897476,200,79.11147
2633.455294,200,79.999471
5019.807154,200,80.884471
1446.262411,200,81.88847
4923.001223,200,82.696471
2435.053716,200,83.570468
2922.843899,200,84.41047
4914.936082,200,85.25647
3726.217655,200,86.141472
1335.73104,200,87.280472
2935.849027,200,88.136471
2830.29825,200,88.97647
2330.350667,200,89.87047
3034.636613,200,90.728471
1835.005375,200,91.59847
2530.763402,200,92.580471
4127.714418,200,93.460472
3732.595436,200,94.319472
3033.403701,200,95.170471
4023.405732,200,96.055469
3631.991605,200,96.909472
3929.674405,200,98.147472
7102.307216,200,98.979471
3517.292222,200,99.786471
433.969562,200,100.619472
7599.854592,200,101.466472
130.989484,200,102.301472
2829.285014,200,103.117469
6801.149614,200,104.07047
3310.470809,200,104.85247
3228.188832,200,105.71847
136.027357,200,106.594478
1642.096307,200,107.424469
3429.218466,200,108.393469
128.826917,200,109.319471
139.37317,200,110.133472
251.884378,200,110.979476
4027.226988,200,111.814479
5514.798529,200,112.643474
141.581191,200,113.49747
4820.227361,200,114.397472
149.812579,200,115.332469
142.821157,200,116.15647
1340.872054,200,116.948472
3023.925689,200,117.82647
1039.965976,200,118.79247
3532.07591,200,119.596529
3727.60543,200,120.57953
3729.559605,200,121.375528
146.131601,200,122.200529
1340.122339,200,123.018528
6004.410815,200,123.877529
4708.920558,200,124.681527
4221.698219,200,125.612529
1142.921568,200,126.633529
1936.025867,200,127.594531
137.332822,200,128.50853
5218.084603,200,129.645047
2933.51957,200,130.613048
2035.471869,200,131.662053
4030.744915,200,132.541052
2439.972227,200,133.374048
5117.366297,200,134.225046
6307.389856,200,135.138049
4719.446427,200,135.974047
3433.021527,200,136.998047
4326.066646,200,137.80305
3534.092665,200,138.691162
7102.219858,200,139.557163
5904.487084,200,140.523161
3328.367124,200,141.328162
154.053474,200,142.677163
7496.93809,200,143.727162
149.55251,200,144.498162
4127.311131,200,145.315174
2735.42049,200,146.129162
2431.846526,200,147.299165
4721.70735,200,148.842163
5509.811489,200,149.921165
2431.722874,200,150.908163
1344.168289,200,151.672161
6412.606536,200,152.489162
3419.736175,200,153.254162
4615.272452,200,154.17904
4327.224986,200,154.974078
6102.773485,200,155.786035
3520.698063,200,156.558036
3523.711404,200,157.402037
4026.03273,200,158.234369
138.869952,200,159.065368
2039.667628,200,159.919369
5514.959364,200,160.782369
152.289418,200,161.752367
7288.589866,200,162.504411
4914.910874,200,163.330366
2633.62678,200,164.162394
847.759982,200,165.08637
5509.518909,200,165.903368
2243.384418,200,166.69341
4123.023641,200,167.532366
3331.152015,200,168.311333
1149.732419,200,169.19033
354.14301,200,170.077332
3131.730317,200,170.956859
845.156647,200,171.940859
6306.036829,200,172.714858
11361.27688,200,173.548861
1337.664788,200,174.307859
149.839527,200,175.111859
4915.504733,200,176.038861
4718.197807,200,176.832857
1541.334053,200,177.657858
5810.378362,200,178.430862
141.151338,200,179.235859
4822.270696,200,180.043862
3930.611621,200,180.91886
2935.027061,200,181.788866
4526.611643,200,182.78486
2439.714559,200,183.568861
10075.492601,200,184.40886
5713.657705,200,185.24686
6795.745183,200,186.062861
2442.267076,200,187.055858
2640.69069,200,187.854859
5219.220081,200,188.720859
3827.328442,200,189.542859
3039.651728,200,190.408858
2239.970768,200,191.280859
2839.430919,200,192.312859
5708.964749,200,193.421859
2440.805392,200,194.365858
2634.109448,200,195.299858
6112.622984,200,196.133861
2645.250576,200,197.03586
2840.766506,200,197.989861
3627.542072,200,198.81386
3531.648094,200,199.685858
2741.005963,200,200.523861
2339.161986,200,201.41386
3731.445263,200,202.230858
5222.302471,200,203.289861
2537.605769,200,204.193862
2427.655028,200,205.061857
2138.339468,200,205.942859
362.693569,200,206.82186
149.875768,200,208.123861
147.541459,200,209.051859
4323.250315,200,209.760915
2537.712656,200,210.41682
447.152303,200,211.277826
4318.868116,200,212.130823
6107.971017,200,212.883607
4324.167031,200,213.548604
6608.661006,200,214.533478
1942.535065,200,215.320478
4719.604211,200,216.102481
7600.529088,200,216.816735
139.969427,200,217.514564
4814.774487,200,218.332554
1248.330497,200,219.144576
156.397188,200,220.026549
6898.637641,200,220.728532
5909.449937,200,221.355843
141.191741,200,222.00387
3027.73401,200,222.620311
148.24285,200,223.269445
151.558711,200,223.881601
1538.666288,200,224.629801
144.70588,200,225.409744
148.521565,200,226.14307
953.611897,200,226.810578
4821.334384,200,227.440534
8097.926857,200,228.117307
5020.927001,200,228.770823
4130.183311,200,229.432733
4225.090896,200,230.107928
2638.182155,200,230.864767
12061.263453,200,231.544684
4923.666618,200,232.188397
7203.344302,200,232.86815
9579.939739,200,233.49092
7596.503597,200,234.136004
12357.576673,200,234.824897
4522.370416,200,235.541296
4724.979799,200,236.371597
158.953631,200,237.014554
3633.976986,200,237.681423
4528.955936,200,238.319704
10174.493042,200,239.017522
1747.481896,200,239.64967
159.794425,200,240.313003
3131.583138,200,240.992949
8392.642737,200,241.727282
4423.561143,200,242.425043
5223.160688,200,243.051628
2543.33612,200,243.709722
3335.85197,200,244.355337
3430.873941,200,245.02854
3726.163959,200,245.772633
11164.924742,200,246.441569
4325.878374,200,247.233397
155.460082,200,247.860314
3734.529586,200,248.609083
138.839999,200,249.222145
246.917819,200,249.8862
3435.103577,200,250.550499
149.532843,200,251.200699
154.265001,200,251.838557
1152.147848,200,252.564434
142.227761,200,253.200895
130.398488,200,253.802636
142.013504,200,254.437972
