#{"t_start": 1583692072.6170218, "env_id": null}
r,l,t
4917.072024,200,114.720328
140.244359,200,115.371923
6697.866959,200,116.098218
2332.082792,200,116.721406
140.734381,200,117.377725
133.636333,200,117.983155
130.426644,200,118.628942
151.830249,200,119.286778
1050.414311,200,119.923299
3234.801458,200,120.583322
7299.852277,200,121.406304
1746.156288,200,122.059585
4624.258285,200,122.689457
4818.987289,200,123.421823
3632.234616,200,124.192823
4920.240912,200,124.907011
2631.678291,200,125.615709
2436.480597,200,126.43172
355.791139,200,127.114066
4423.242761,200,127.898066
3331.314392,200,128.574391
4722.475742,200,129.214918
4519.141406,200,129.879561
150.185492,200,130.534653
6603.952348,200,131.178838
7499.097993,200,132.045838
157.909943,200,132.68135
3833.561758,200,133.352278
4322.947378,200,134.005057
9181.239384,200,134.65918
7002.058326,200,135.327105
848.051799,200,135.950082
9972.409738,200,136.617893
2727.708951,200,137.341061
4329.664582,200,138.012385
10270.44643,200,138.647258
2643.221342,200,139.305323
165.802279,200,139.943414
7297.490182,200,140.596825
151.813444,200,141.236678
4614.383452,200,141.918882
7195.986197,200,142.722214
4224.674933,200,143.366081
1939.669623,200,144.144178
7985.732443,200,144.859513
1251.359068,200,145.517537
4822.697179,200,146.18084
4616.595551,200,146.825812
4625.000021,200,147.486531
6306.65086,200,148.232662
3329.203215,200,148.89987
9975.17012,200,149.549654
747.415248,200,150.230419
5908.717883,200,150.887406
11263.631839,200,151.566123
5712.393205,200,152.339711
152.470325,200,153.040575
3436.151297,200,153.829871
4627.215054,200,154.481261
4621.149734,200,155.162381
4028.736221,200,155.811875
12160.99448,200,156.480545
4030.572773,200,157.157988
4422.461351,200,157.794443
2739.399459,200,158.457911
10178.347444,200,159.204013
7895.829934,200,159.886412
4615.15431,200,160.531852
6111.507285,200,161.204152
7399.039916,200,161.845802
5117.596494,200,162.518206
4227.347015,200,163.292836
3124.731354,200,163.941869
6905.822584,200,164.73612
6013.448188,200,165.388476
7996.622956,200,166.066551
8090.771753,200,166.720473
6706.119652,200,167.381907
6011.455789,200,168.05038
7892.816365,200,168.697274
8291.900876,200,169.382596
5909.516357,200,170.142273
4626.289369,200,170.828933
8194.690201,200,171.460288
8488.706507,200,172.141698
3132.975407,200,172.781858
1347.616942,200,173.572491
1642.1892,200,174.223984
133.267338,200,174.83864
134.770244,200,175.596626
147.605078,200,176.229481
153.552151,200,176.887421
139.283028,200,177.54759
113.95727,200,178.247861
138.767332,200,178.957861
124.226245,200,179.626219
144.699076,200,180.343411
3926.83748,200,181.071828
9684.896112,200,181.764854
147.635335,200,182.433829
157.307476,200,183.116971
4524.552835,200,183.846571
5213.77038,200,184.546071
1347.415712,200,185.22346
148.189985,200,185.972544
4521.490545,200,186.64175
1537.861074,200,187.267292
4226.257751,200,187.947093
7203.226644,200,188.587346
4222.072307,200,189.423842
2633.611343,200,190.161372
2241.357277,200,190.919705
1637.880706,200,191.753471
2231.051362,200,192.538435
3917.275825,200,193.318908
2728.669716,200,194.03686
2039.47762,200,194.790242
2733.339694,200,195.423569
146.357781,200,196.092402
2533.312136,200,196.873128
2933.816994,200,197.532964
3827.038303,200,198.22615
3330.393413,200,198.869333
5712.207538,200,199.561733
4527.23182,200,200.228405
2041.502918,200,200.913293
3923.511082,200,201.617059
4628.724423,200,202.383678
2839.782226,200,203.077133
4325.203713,200,203.736068
1837.497022,200,204.420968
2439.937604,200,205.19534
4026.502705,200,205.8884
2741.315012,200,206.558243
3933.969496,200,207.264188
9685.498551,200,208.051626
3039.269211,200,208.727682
5222.769069,200,209.426086
2436.427879,200,210.096727
3534.873944,200,210.80157
3732.711347,200,211.471771
2142.270907,200,212.180149
2937.669898,200,212.959064
2342.086083,200,213.65483
5914.419903,200,214.356612
3928.733803,200,215.057896
4230.141886,200,215.814779
3534.002466,200,216.48743
6411.407206,200,217.172787
4525.813557,200,217.827093
2938.44358,200,218.611079
9781.464748,200,219.300803
6013.264576,200,219.95396
3631.147186,200,220.632923
3632.024898,200,221.298035
7696.471691,200,221.995575
8689.132259,200,222.660961
3531.088631,200,223.367389
6808.579738,200,224.153712
4329.372579,200,224.831132
1838.448061,200,225.580199
4922.518615,200,226.301847
4328.365452,200,226.997181
2839.081906,200,227.652861
4323.596105,200,228.493265
4823.945923,200,229.26033
2940.651464,200,229.964457
5906.782525,200,230.648329
9980.108756,200,231.306635
6708.38933,200,232.001248
10671.924546,200,232.655581
4924.581887,200,233.337733
4328.494716,200,234.002811
5018.41412,200,234.791934
4529.990833,200,235.505448
6114.887469,200,236.295388
4324.161773,200,236.980694
7098.057229,200,237.628848
4629.866326,200,238.356763
5320.989454,200,239.002413
10179.136808,200,239.715502
3928.245339,200,240.472406
9185.819312,200,241.166641
4026.010561,200,241.862607
6708.855991,200,242.513998
